"Neighborhood","Activated","Latitude","Longitude"
"Governors Island",2016-01-01,40.6901699999,-74.0144399999
"Astoria",2017-10-01,40.7557765502,-73.9236268395
"Lincoln Square",2016-09-01,40.7698161856,-73.9819292623
"Bushwick South",2016-01-01,40.6828289997,-73.9052490006
"Central Harlem South",2016-01-01,40.802979882,-73.9535307443
"Washington Heights North",2018-03-01,40.8511646002,-73.9322489595
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7422986209,-74.0007090572
"East Williamsburg",2017-06-01,40.7036540004,-73.9426819995
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6574300004,-73.9471600002
"Lenox Hill-Roosevelt Island",2018-02-01,40.7630796436,-73.9626851397
"Hamilton Heights",2016-12-01,40.8296624199,-73.9484220401
"West Concourse",2016-01-01,40.8277990001,-73.9285650002
"University Heights-Morris Heights",2017-01-01,40.8537639997,-73.9078989995
"Upper East Side-Carnegie Hill",2016-03-01,40.7705449998,-73.9602539997
"Crown Heights North",2016-01-01,40.6684865101,-73.9336508496
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7243290001,-73.9977020004
"Midtown-Midtown South",2018-04-01,40.7622099,-73.9818807495
"Gramercy",2018-05-01,40.7325187897,-73.9846943705
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7228539996,-74.0062770002
"Erasmus",2017-10-01,40.6509619998,-73.9478340004
"Sunset Park West",2017-04-01,40.6608710001,-73.9973869996
"Murray Hill-Kips Bay",2017-10-01,40.74950281,-73.9771946004
"Kew Gardens",2016-11-01,40.7139829999,-73.8308380002
"Upper West Side",2016-04-01,40.7862227298,-73.9779934695
"Turtle Bay-East Midtown",2016-01-01,40.7575519997,-73.969055
"Midtown-Midtown South",2016-11-01,40.7447420003,-73.9853669995
"Fort Greene",2016-01-01,40.6863709996,-73.9785409997
"Central Harlem North-Polo Grounds",2016-01-01,40.8105319999,-73.9436709996
"Yorkville",2016-04-01,40.7786051397,-73.9537154496
"Upper West Side",2017-06-01,40.7950050001,-73.9698099995
"Highbridge",2017-07-01,40.8402480002,-73.9181940004
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6861450003,-73.9908620001
"Upper West Side",2016-09-01,40.797148,-73.9696300005
"Chinatown",2016-12-01,40.72048554,-73.98908323
"Baisley Park",2016-01-01,40.6830100001,-73.7848199995
"Turtle Bay-East Midtown",2018-03-01,40.7569439897,-73.9640703796
"Upper West Side",2016-01-01,40.7824098201,-73.9789998702
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.7454177202,-73.9469370802
"Central Harlem North-Polo Grounds",2017-09-01,40.8240811002,-73.9375077506
"West Village",2016-10-01,40.7385704602,-73.9999324099
"Woodside",2017-03-01,40.7409619997,-73.9018859995
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-04-01,40.7366389404,-73.9932824699
"Central Harlem North-Polo Grounds",2016-01-01,40.8148204092,-73.941197673
"Belmont",2016-01-01,40.8543469054,-73.8878894289
"Mount Hope",2016-01-01,40.8440019118,-73.9100871445
"Schuylerville-Throgs Neck-Edgewater Park",2016-01-01,40.8210679998,-73.8262099995
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5778779999,-73.8357879999
"Morningside Heights",2016-01-01,40.80104973,-73.9649389104
"Claremont-Bathgate",2018-07-01,40.8464767598,-73.8963931604
"Turtle Bay-East Midtown",2019-02-01,40.7524759996,-73.9701160001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6921799997,-73.9859419996
"Williamsbridge-Olinville",2016-01-01,40.8747789997,-73.8650050004
"Fresh Meadows-Utopia",2016-01-01,40.73121,-73.7740839999
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-05-01,40.7488420001,-74.0067042995
"Lincoln Square",2016-01-01,40.7784529998,-73.9819700004
"Richmond Hill",2016-01-01,40.6951320003,-73.8208410002
"Bushwick South",2017-05-01,40.7089220198,-73.9433896499
"Clinton Hill",2017-01-01,40.6829320003,-73.9639590003
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7188030002,-74.0001930005
"Murray Hill-Kips Bay",2018-04-01,40.7444067774,-73.9831323066
"Bay Ridge",2016-01-01,40.639231,-74.0319329997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6940105,-73.9867065005
"Gramercy",2017-05-01,40.7375969997,-73.9838899999
"Washington Heights North",2018-03-01,40.8543584601,-73.9299203504
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6893190003,-73.9871619999
"Central Harlem North-Polo Grounds",2016-01-01,40.8159360002,-73.9429710003
"Mott Haven-Port Morris",2018-05-01,40.8077559301,-73.9190061102
"Turtle Bay-East Midtown",2016-09-01,40.7606442899,-73.9671011703
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6724129997,-74.004303
"Cypress Hills-City Line",2016-01-01,40.680687107,-73.887239509
"Auburndale",2016-01-01,40.7575456796,-73.7843029637
"Battery Park City-Lower Manhattan",2016-01-01,40.7041016002,-74.0092009996
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"SoHo-TriBeCa-Civic Center-Little Italy",2018-05-01,40.7178049696,-74.0058149101
"Morningside Heights",2018-01-01,40.80439875,-73.9663281704
"Manhattanville",2018-01-01,40.8145386902,-73.9552802595
"Hunters Point-Sunnyside-West Maspeth",2017-02-01,40.7442780003,-73.930399
"Gramercy",2016-01-01,40.7344915302,-73.9861615804
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-04-01,40.7391660401,-73.9911985495
"Turtle Bay-East Midtown",2016-07-01,40.758993,-73.9687269997
"Midtown-Midtown South",2016-11-01,40.76399635,-73.9847193098
"Bedford Park-Fordham North",2016-11-01,40.8665882698,-73.8956537199
"Upper East Side-Carnegie Hill",2017-05-01,40.7640969998,-73.9708230005
"Seagate-Coney Island",2016-01-01,40.5726640003,-73.9860389995
"Upper East Side-Carnegie Hill",2016-01-01,40.7736199998,-73.959874
"Midtown-Midtown South",2016-04-01,40.7610940003,-73.9868280003
"Astoria",2017-10-01,40.7533698704,-73.91232033
"Upper West Side",2017-10-01,40.7819839998,-73.9811840001
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.580467,-73.8262720005
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7157119998,-74.0051260005
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"Bedford",2016-01-01,40.6896269998,-73.9535219995
"SoHo-TriBeCa-Civic Center-Little Italy",2016-09-01,40.7178279998,-74.0009619996
"Morningside Heights",2016-07-01,40.8021260003,-73.9674930004
"Hamilton Heights",2016-07-01,40.8219179997,-73.9533100001
"Astoria",2017-05-01,40.7604726697,-73.9220190799
"Midtown-Midtown South",2016-07-01,40.7639780797,-73.9826288296
"Van Cortlandt Village",2016-01-01,40.8814770003,-73.8979510005
"East Williamsburg",2017-08-01,40.7057680002,-73.9430299995
"Upper West Side",2018-04-01,40.79802733,-73.9676033202
"park-cemetery-etc-Bronx",2016-01-01,40.8380580001,-73.8934780004
"St. Albans",2016-01-01,40.687191,-73.7695589996
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7209834901,-74.0064882805
"Fort Greene",2016-01-01,40.6943819998,-73.9746142004
"park-cemetery-etc-Brooklyn",2016-01-01,40.6509000002,-73.9682999997
"Upper West Side",2017-05-01,40.78944465,-73.9738667995
"Washington Heights South",2016-07-01,40.8322830002,-73.9423269996
"Annadale-Huguenot-Prince's Bay-Eltingville",2016-01-01,40.5181669997,-74.1897649997
"Forest Hills",2016-01-01,40.7216909996,-73.8445210005
"Battery Park City-Lower Manhattan",2016-01-01,40.7086982997,-74.0130997003
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-10-01,40.7415149301,-73.9939631
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6938589996,-73.9824761997
"Middle Village",2016-01-01,40.7205980001,-73.8773369995
"Stuyvesant Heights",2017-04-01,40.6798153564,-73.9376270019
"Pelham Bay-Country Club-City Island",2016-01-01,40.8466060004,-73.8239519999
"Lenox Hill-Roosevelt Island",2018-06-01,40.7629208804,-73.9597150298
"Mott Haven-Port Morris",2016-01-01,40.8115962129,-73.9243663402
"Central Harlem South",2016-01-01,40.8011370003,-73.9537779996
"park-cemetery-etc-Manhattan",2016-01-01,40.7916440001,-73.964694
"Mott Haven-Port Morris",2017-10-01,40.8124409104,-73.9292502903
"Gramercy",2018-04-01,40.7367556104,-73.9818615695
"West Concourse",2016-06-01,40.8314669998,-73.9217469998
"West Village",2016-01-01,40.729564,-74.0054619998
"Central Harlem North-Polo Grounds",2016-01-01,40.8158030001,-73.9408120003
"Mott Haven-Port Morris",2018-07-01,40.8062866423,-73.9179551832
"Baisley Park",2016-01-01,40.6781400002,-73.7871099994
"Governors Island",2016-01-01,40.6927500003,-74.0162
"Upper West Side",2016-01-01,40.7866538399,-73.9723114005
"Midtown-Midtown South",2016-12-01,40.745985978,-73.9844921943
"Midtown-Midtown South",2016-01-01,40.7573080004,-73.9897349997
"Seagate-Coney Island",2016-01-01,40.57341,-73.9803439997
"Gramercy",2016-05-01,40.7395310003,-73.9828890001
"Turtle Bay-East Midtown",2016-07-01,40.7514970004,-73.9737649996
"Woodlawn-Wakefield",2016-01-01,40.8887829999,-73.8401329998
"Yorkville",2016-01-01,40.7779250003,-73.9517529995
"Upper West Side",2016-01-01,40.7886439998,-73.9762179998
"Hamilton Heights",2017-03-01,40.8222678302,-73.9499055998
"Old Town-Dongan Hills-South Beach",2017-05-01,40.5899077101,-74.10090436
"West Concourse",2016-01-01,40.8263779996,-73.929249
"Upper East Side-Carnegie Hill",2018-04-01,40.7704587102,-73.9662243504
"North Side-South Side",2018-08-01,40.7185134904,-73.9572313094
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6900723003,-73.9823248003
"West New Brighton-New Brighton-St. George",2016-01-01,40.6453170004,-74.1022850003
"Central Harlem South",2016-10-01,40.8023498802,-73.9569800899
"Lincoln Square",2016-08-01,40.7772270002,-73.9827769996
"Astoria",2018-02-01,40.7544875499,-73.9116865998
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7262270004,-74.0037389996
"New Dorp-Midland Beach",2016-01-01,40.5683660003,-74.0906419996
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.6007321052,-73.8200526582
"Melrose South-Mott Haven North",2016-12-01,40.8179261897,-73.9152620201
"Lenox Hill-Roosevelt Island",2017-08-01,40.7646530003,-73.9640970001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6959021997,-73.9873941004
"Washington Heights South",2016-01-01,40.8360130001,-73.9398919995
"Van Nest-Morris Park-Westchester Square",2016-01-01,40.8445900004,-73.8598
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6920869997,-73.9825870003
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-12-01,40.7432028403,-73.9892058198
"East Village",2016-09-01,40.7280269996,-73.9879650002
"Lenox Hill-Roosevelt Island",2016-07-01,40.7730060002,-73.958069
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.755636,-73.9476570003
"Park Slope-Gowanus",2017-08-01,40.6735340004,-73.982789
"Jamaica",2016-01-01,40.7104700003,-73.7936040004
"Norwood",2016-01-01,40.8765409997,-73.8784499998
"Midtown-Midtown South",2018-03-01,40.7576655798,-73.9858784195
"Chinatown",2016-09-01,40.7179195799,-73.99494009
"Brownsville",2016-01-01,40.6572129998,-73.9018079999
"Upper West Side",2016-10-01,40.7935244003,-73.9708867699
"East Harlem North",2016-06-01,40.8028699996,-73.9362700002
"Oakwood-Oakwood Beach",2017-02-01,40.56585176,-74.1142242602
"Washington Heights South",2016-01-01,40.8407189999,-73.9395609999
"Midtown-Midtown South",2018-05-01,40.7460004698,-73.9906943198
"Old Town-Dongan Hills-South Beach",2016-01-01,40.5733379999,-74.0844060005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6918900002,-73.9824880002
"Hunters Point-Sunnyside-West Maspeth",2016-01-01,40.7420940004,-73.9612649994
"Midtown-Midtown South",2016-04-01,40.7634240001,-73.9850609999
"Elmhurst",2017-11-01,40.7349230004,-73.8754599998
"Queensbridge-Ravenswood-Long Island City",2018-01-01,40.7514981299,-73.9341573899
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5781699999,-73.9418199995
"Forest Hills",2017-04-01,40.7278500002,-73.8568480001
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7557510001,-73.9451659997
"Melrose South-Mott Haven North",2017-03-01,40.8166920002,-73.9196370003
"Midtown-Midtown South",2016-01-01,40.7454939996,-73.9886910005
"Battery Park City-Lower Manhattan",2016-01-01,40.7101969998,-74.0076910006
"Central Harlem North-Polo Grounds",2016-01-01,40.8110419997,-73.9414040002
"Park Slope-Gowanus",2016-01-01,40.670847,-73.9883019997
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.651925081,-73.9582421825
"Gramercy",2018-01-01,40.7316019796,-73.9825479098
"West Concourse",2016-01-01,40.8274409997,-73.9230079996
"Stapleton-Rosebank",2016-01-01,40.6270889996,-74.0772919995
"park-cemetery-etc-Bronx",2016-01-01,40.8377000004,-73.9084800001
"Carroll Gardens-Columbia Street-Red Hook",2017-11-01,40.6824829165,-73.9957534823
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7439893758,-74.003412724
"Battery Park City-Lower Manhattan",2016-01-01,40.7070998997,-74.0036011004
"Yorkville",2017-02-01,40.7781408199,-73.9525943999
"Mott Haven-Port Morris",2018-04-01,40.8133669998,-73.91962478
"Upper West Side",2018-03-01,40.7926955504,-73.9734376096
"Governors Island",2016-01-01,40.6927399998,-74.0147700003
"Central Harlem North-Polo Grounds",2016-01-01,40.8192928954,-73.9410178513
"Crown Heights South",2017-02-01,40.6703177604,-73.9581718604
"Erasmus",2016-01-01,40.6450979999,-73.9489589995
"Turtle Bay-East Midtown",2016-05-01,40.7563263302,-73.9701433003
"Fort Greene",2016-01-01,40.6893339998,-73.9819749997
"East Harlem South",2016-03-01,40.7923936203,-73.9442301105
"West Concourse",2018-01-01,40.84425807,-73.9149608299
"Washington Heights South",2018-02-01,40.8467710003,-73.9354559996
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.693069,-73.9900889997
"Upper East Side-Carnegie Hill",2016-03-01,40.7724771003,-73.9587668404
"Hudson Yards-Chelsea-Flatiron-Union Square",2019-01-01,40.7606599902,-73.9982028298
"Hammels-Arverne-Edgemere",2016-01-01,40.5846690003,-73.8110510002
"Murray Hill-Kips Bay",2017-07-01,40.749982341,-73.981236067
"Clinton",2017-12-01,40.7633851196,-73.9928697102
"Mott Haven-Port Morris",2018-06-01,40.8131283198,-73.9089914094
"Old Town-Dongan Hills-South Beach",2018-07-01,40.5894883102,-74.1012707105
"East Harlem North",2016-11-01,40.8037732698,-73.9362396996
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-03-01,40.7430267303,-74.0040045397
"Steinway",2016-01-01,40.7768170122,-73.9094170178
"Gramercy",2016-03-01,40.7367890002,-73.9844860004
"Jamaica",2016-09-01,40.7046091101,-73.7968005602
"West Concourse",2017-07-01,40.8186759997,-73.9281649995
"Park Slope-Gowanus",2018-02-01,40.6625879999,-73.9922589998
"Washington Heights North",2016-01-01,40.8495049997,-73.9335959996
"Fordham South",2016-01-01,40.8560929997,-73.900741
"Williamsbridge-Olinville",2016-01-01,40.8910850654,-73.8595812441
"Clinton",2017-12-01,40.7684058604,-73.9892145197
"Manhattanville",2016-01-01,40.8220079997,-73.9536759997
"West Village",2016-01-01,40.729564,-74.0054619998
"Baisley Park",2016-01-01,40.6783340001,-73.7834769997
"West Concourse",2016-07-01,40.8273559302,-73.9252225202
"Upper East Side-Carnegie Hill",2018-10-01,40.7697493901,-73.9667634197
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6917379998,-73.9881309998
"Central Harlem North-Polo Grounds",2017-07-01,40.8113622604,-73.9501596701
"Clinton Hill",2017-07-01,40.6830769204,-73.9646334495
"Central Harlem North-Polo Grounds",2016-01-01,40.8126809996,-73.9393569996
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7397769996,-74.0025779999
"East Williamsburg",2017-08-01,40.7015421937,-73.9421692826
"Jamaica",2017-02-01,40.7034524852,-73.8003521769
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6917379998,-73.9881309998
"Upper East Side-Carnegie Hill",2017-05-01,40.7642541403,-73.9711978403
"Kingsbridge Heights",2017-03-01,40.8628554803,-73.9045470099
"Upper West Side",2016-05-01,40.7809927904,-73.9815226701
"Lenox Hill-Roosevelt Island",2018-04-01,40.7624168698,-73.9631585106
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7552899997,-73.9456329999
"SoHo-TriBeCa-Civic Center-Little Italy",2018-02-01,40.7166819999,-74.0022530004
"Murray Hill-Kips Bay",2019-01-01,40.7392531703,-73.9797618304
"East Harlem North",2016-01-01,40.8050129997,-73.9449089999
"Richmond Hill",2017-07-01,40.6952050001,-73.8455950001
"Midtown-Midtown South",2017-04-01,40.7611419703,-73.9830902797
"Upper East Side-Carnegie Hill",2016-03-01,40.7737269996,-73.9579649994
"Ocean Hill",2016-12-01,40.6783539998,-73.9110080002
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.693069,-73.9900889997
"East Williamsburg",2017-08-01,40.7110789001,-73.9437320696
"Mount Hope",2017-06-01,40.8475737003,-73.9007664401
"Murray Hill-Kips Bay",2019-02-01,40.74559121,-73.9799973994
"Co-op City",2016-01-01,40.8705019246,-73.8286579311
"West Village",2016-01-01,40.7394860202,-74.0062665941
"Lincoln Square",2016-12-01,40.7760098403,-73.9819629397
"Murray Hill-Kips Bay",2016-05-01,40.7439503403,-73.9796546501
"Melrose South-Mott Haven North",2018-06-01,40.8159977098,-73.90824221
"Midtown-Midtown South",2017-06-01,40.7485394098,-73.9882184599
"Central Harlem North-Polo Grounds",2016-01-01,40.8153469997,-73.9475760001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-04-01,40.6912339801,-73.98638427
"Chinatown",2016-01-01,40.7132430002,-74.0034010005
"Upper West Side",2017-10-01,40.8003002501,-73.9678328695
"East Harlem North",2016-01-01,40.7997210004,-73.9449320005
"Norwood",2016-01-01,40.8762000003,-73.8787489994
"Bedford Park-Fordham North",2017-02-01,40.86732884,-73.8971929304
"Turtle Bay-East Midtown",2018-03-01,40.7560184099,-73.9674671596
"Ocean Hill",2016-01-01,40.6783399999,-73.9119459996
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"Westerleigh",2016-01-01,40.6173000001,-74.1062999997
"Upper East Side-Carnegie Hill",2018-04-01,40.7742814704,-73.9634601501
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5803519997,-73.8266210003
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-05-01,40.7426889998,-74.0002380003
"East Harlem South",2018-05-01,40.7918983496,-73.9445961998
"Jackson Heights",2018-02-01,40.7487979504,-73.87355043
"SoHo-TriBeCa-Civic Center-Little Italy",2019-01-01,40.725666,-74.0062742597
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6920869997,-73.9825870003
"Rego Park",2016-01-01,40.7316749998,-73.8656070003
"Turtle Bay-East Midtown",2016-05-01,40.7602069301,-73.9671770504
"Seagate-Coney Island",2016-01-01,40.5749150004,-73.9778670001
"Upper West Side",2017-10-01,40.7957737998,-73.9707518998
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7428779998,-73.9928209998
"Seagate-Coney Island",2016-01-01,40.5732530004,-73.9801429996
"East Village",2017-05-01,40.7263038204,-73.9861043296
"Battery Park City-Lower Manhattan",2016-01-01,40.7030983001,-74.0106963996
"Central Harlem North-Polo Grounds",2016-01-01,40.8145630004,-73.9400299999
"Flatbush",2018-06-01,40.6321347751,-73.9467806744
"Clinton Hill",2017-03-01,40.6795059998,-73.9554309998
"Turtle Bay-East Midtown",2018-04-01,40.7486727301,-73.9733263796
"Mott Haven-Port Morris",2018-06-01,40.8102551998,-73.9219232296
"Crown Heights North",2016-01-01,40.6737519997,-73.9348919995
"North Side-South Side",2018-04-01,40.7122676599,-73.9556103901
"Battery Park City-Lower Manhattan",2018-04-01,40.7050441799,-74.0073218795
"Crown Heights North",2017-02-01,40.6701470003,-73.9503969996
"park-cemetery-etc-Brooklyn",2016-01-01,40.663381,-73.9760829994
"Gramercy",2018-06-01,40.7413232202,-73.9853854705
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-07-01,40.7420808202,-73.9932612895
